Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
aurora-knot-drops,Aurora Knot Drops,"<p data-start=""29"" data-end=""401"">A modern statement with a touch of timeless elegance, the Aurora Knot Drops feature a sculpted gold knot design gracefully paired with a sparkling pear-cut crystal charm. The fluid silhouette symbolizes strength, connection, and effortless beauty, making these earrings the perfect finishing touch for both everyday sophistication and special occasions.</p>
<p data-start=""403"" data-end=""425""><strong data-start=""403"" data-end=""425"">Care Instructions:</strong></p>
<ul data-start=""426"" data-end=""582"">
<li data-start=""426"" data-end=""480"">Keep away from water, perfumes, and harsh chemicals.</li>
<li data-start=""481"" data-end=""531"">Store in a dry pouch or jewellery box after use.</li>
<li data-start=""532"" data-end=""582"">Wipe gently with a soft cloth to maintain shine.</li>
</ul>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8363.png?v=1780144256,1,"",false,,,,,,golden,,stainless-steel; gold-plated,,,,,,,,,kg,,350.00,active
aurora-knot-drops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8362.png?v=1780144255,2,"",,,,,,,,,,,,,,,,,,,,,
crystal-dewdrop-earring,Crystal Dewdrop Earring,"<p data-start=""36"" data-end=""359"">Delicate and timeless, the Crystal Dewdrop Earrings feature a brilliant round-cut stone paired with a sparkling pear-shaped drop, set in a radiant gold-tone finish. Designed to catch the light beautifully, these elegant earrings add effortless sophistication to both everyday looks and special occasions.</p>
<p data-start=""361"" data-end=""381""><strong data-start=""361"" data-end=""381"">Material &amp; Care:</strong></p>
<ul data-start=""382"" data-end=""577"">
<li data-start=""382"" data-end=""399"">18K Gold Plated</li>
<li data-start=""400"" data-end=""436"">High-quality cubic zirconia stones</li>
<li data-start=""437"" data-end=""467"">Hypoallergenic &amp; lightweight</li>
<li data-start=""468"" data-end=""528"">Keep away from perfumes, chemicals, and excessive moisture</li>
<li data-start=""529"" data-end=""577"">Store in a dry jewellery pouch when not in use</li>
</ul>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8360.png?v=1780143907,1,"",false,,,,adults,,gold,dangle,gold-plated,imitation-jewelry,,female,,,,,,kg,,350.00,active
crystal-dewdrop-earring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8361.png?v=1780143907,2,"",,,,,,,,,,,,,,,,,,,,,
pearl-tide-star-studs,Pearl Tide Star Studs,"<p data-start=""39"" data-end=""391"">Inspired by the beauty of the ocean, the Pearl Tide Star Studs blend sparkling starfish details, brilliant crystals, and luminous pearls into one enchanting design. Delicate yet eye-catching, these earrings bring a touch of seaside elegance to every look, making them perfect for vacations, brunch dates, and special occasions alike.</p>
<p data-start=""393"" data-end=""556"">✨ Crystal-studded starfish design<br data-start=""426"" data-end=""429"">✨ Radiant pearl drop accent<br data-start=""456"" data-end=""459"">✨ Lightweight and comfortable for all-day wear<br data-start=""505"" data-end=""508"">✨ Adds a dreamy coastal-luxe charm to any outfit</p>
<p data-start=""558"" data-end=""744""><strong data-start=""558"" data-end=""580"">Care Instructions:</strong><br data-start=""580"" data-end=""583"">Keep away from water, perfumes, and harsh chemicals. Store in a dry jewellery pouch and wipe gently with a soft cloth after use to maintain shine and brilliance.</p>
<p data-start=""746"" data-end=""806"" data-is-last-node="""" data-is-only-node="""">🌊 <em data-start=""749"" data-end=""806"" data-is-last-node="""">A little piece of the ocean, crafted in gold and pearl.</em></p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,550.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8327.png?v=1780128079,1,"",false,,,,,,golden; white; gold,stud,,,,,,,,,,kg,,95.00,active
pearl-tide-star-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8326.png?v=1780128080,2,"",,,,,,,,,,,,,,,,,,,,,
ivory-muse-pearl-stud,Ivory Muse Pearl Stud,"<p data-start=""387"" data-end=""544"">✨ Lightweight &amp; versatile<br data-start=""412"" data-end=""415"">✨ Timeless pearl design<br data-start=""438"" data-end=""441"">✨ Perfect for everyday wear and special occasions<br data-start=""490"" data-end=""493"">✨ A must-have staple for every jewellery collection</p>
<p data-start=""546"" data-end=""687"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""546"" data-end=""568"">Care Instructions:</strong> Keep away from water, perfumes, and harsh chemicals. Store in a dry place and wipe gently with a soft cloth after use.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,"BOGO, Earrings",true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8321.png?v=1780127623,1,"",false,,,,,,white,,,,,,,,,,,kg,,56.00,active
solara-radiance-drops,Solara Radiance Drops,"<p data-start=""39"" data-end=""443"">Inspired by the glow of the golden sun, the Solara Radiance Drops feature sparkling crystal-studded hoops paired with beautifully textured sunburst charms. Their elegant shine and lightweight design make them perfect for elevating both everyday looks and special occasions. Crafted to add a touch of effortless luxury, these earrings are a timeless statement for every jewellery lover.</p>
<p data-start=""445"" data-end=""673""><strong data-start=""445"" data-end=""467"">Care Instructions:</strong><br data-start=""467"" data-end=""470"">• Keep away from perfumes, lotions, and harsh chemicals.<br data-start=""526"" data-end=""529"">• Avoid prolonged exposure to water.<br data-start=""565"" data-end=""568"">• Store in a dry jewellery pouch or box after use.<br data-start=""618"" data-end=""621"">• Wipe gently with a soft cloth to maintain shine.</p>
<p data-start=""675"" data-end=""751"" data-is-last-node="""" data-is-only-node="""">✨ <em data-start=""677"" data-end=""751"" data-is-last-node="""">A radiant golden accent designed to catch the light with every movement.</em></p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,550.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8319.png?v=1780127255,1,"",false,,,,,,golden; gold,drop,,,,,,,,,,kg,,144.00,active
solara-radiance-drops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8318.png?v=1780127255,2,"",,,,,,,,,,,,,,,,,,,,,
twisted-hoops,Twisted Hoops,"<p data-start=""651"" data-end=""763"">✨ 18K Gold Plated<br data-start=""668"" data-end=""671"">✨ Waterproof &amp; Anti-Tarnish<br data-start=""698"" data-end=""701"">✨ Hypoallergenic &amp; Skin-Friendly<br data-start=""733"" data-end=""736"">✨ Lightweight &amp; Comfortable</p>
<h3 data-start=""829"" data-end=""854""><span role=""text""><strong data-start=""833"" data-end=""854"">Care Instructions</strong></span></h3>
<p data-start=""855"" data-end=""1133"">• Avoid direct contact with perfumes, lotions, and harsh chemicals.<br data-start=""922"" data-end=""925"">• Remove before swimming or using hot water.<br data-start=""969"" data-end=""972"">• Wipe gently with a soft dry cloth after use.<br data-start=""1018"" data-end=""1021"">• Store in a jewelry pouch or box when not in use.<br data-start=""1071"" data-end=""1074"">• Keep away from excessive moisture for long-lasting shine.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,"",Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8313.png?v=1780127105,1,"",false,,,,,,golden; gold,,,,,,,,,,,kg,,,active
twisted-hoops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8316.png?v=1780127105,2,"",,,,,,,,,,,,,,,,,,,,,
daisy-dazzle-hoops,Daisy Dazzle Hoops,"<p data-start=""651"" data-end=""763"">✨ 18K Gold Plated<br data-start=""668"" data-end=""671"">✨ Waterproof &amp; Anti-Tarnish<br data-start=""698"" data-end=""701"">✨ Hypoallergenic &amp; Skin-Friendly<br data-start=""733"" data-end=""736"">✨ Lightweight &amp; Comfortable</p>
<p data-start=""765"" data-end=""827""><strong data-start=""765"" data-end=""822"">A little bloom, a little sparkle, and a lot of charm.</strong> 🌼💛</p>
<h3 data-start=""829"" data-end=""854""><span role=""text""><strong data-start=""833"" data-end=""854"">Care Instructions</strong></span></h3>
<p data-start=""855"" data-end=""1133"">• Avoid direct contact with perfumes, lotions, and harsh chemicals.<br data-start=""922"" data-end=""925"">• Remove before swimming or using hot water.<br data-start=""969"" data-end=""972"">• Wipe gently with a soft dry cloth after use.<br data-start=""1018"" data-end=""1021"">• Store in a jewelry pouch or box when not in use.<br data-start=""1071"" data-end=""1074"">• Keep away from excessive moisture for long-lasting shine.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,"BOGO, Earrings",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,550.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8307.png?v=1780126388,1,"",false,,,,,,golden,hoop,stainless-steel; gold-plated,,,,,,,,,kg,,,active
daisy-dazzle-hoops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8308.png?v=1780126389,2,"",,,,,,,,,,,,,,,,,,,,,
lumiere-drop-hoops,Lumière Drop Hoops,"<p data-start=""416"" data-end=""534"">✨ 18K Gold Plated<br data-start=""433"" data-end=""436"">✨ Waterproof &amp; Anti-Tarnish<br data-start=""463"" data-end=""466"">✨ Hypoallergenic &amp; Skin-Friendly<br data-start=""498"" data-end=""501"">✨ Lightweight for All-Day Comfort</p>
<p data-start=""536"" data-end=""578""><strong data-start=""536"" data-end=""578"">A timeless shimmer for every occasion.</strong></p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,"BOGO, Earrings",true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,550.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8303.png?v=1780126119,1,"",false,,,,,,golden,hoop,,,,,,,,,,kg,,,active
lumiere-drop-hoops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8302.png?v=1780126119,2,"",,,,,,,,,,,,,,,,,,,,,
lyra-glow-earrings,Lyra Glow Earrings,"<p data-start=""678"" data-end=""796"">✨ 18K Gold Plated<br data-start=""695"" data-end=""698"">✨ Waterproof &amp; Anti-Tarnish<br data-start=""725"" data-end=""728"">✨ Hypoallergenic &amp; Skin-Friendly<br data-start=""760"" data-end=""763"">✨ Lightweight for All-Day Comfort</p>
<p data-start=""798"" data-end=""851"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""798"" data-end=""848"">A timeless sparkle you'll reach for every day.</strong> 💛</p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,"BOGO, Earrings",true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8298.png?v=1780125657,1,"",false,,,,,,golden,,,,,,,,,,,kg,,130.00,active
lyra-glow-earrings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8297.png?v=1780125658,2,"",,,,,,,,,,,,,,,,,,,,,
eternal-tulip-stud,Eternal Tulip Stud,"<p><strong data-start=""1109"" data-end=""1192"">18K Gold-Plated • Anti-Tarnish • Lightweight • Hypoallergenic • Everyday Luxury</strong><span> ✨</span></p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,550.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8287.png?v=1780124446,1,"",false,,,,adults,,gold; floral,stud,gold-plated,imitation-jewelry,,unisex,,,,,,kg,,80.00,active
eternal-tulip-stud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8288.png?v=1780124446,2,"",,,,,,,,,,,,,,,,,,,,,
eternal-tulip-stud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/17E1FD2E-5DC3-4CC3-A97C-643A51C22D9C.jpg?v=1777740989,3,"",,,,,,,,,,,,,,,,,,,,,
verdant-bloom-studs,Verdant Bloom Studs,"<p data-start=""363"" data-end=""733"">Inspired by nature's elegance, the <strong data-start=""398"" data-end=""421"">Verdant Bloom Studs</strong> feature a luminous olive-green gemstone framed by a delicate gold petal design. Their timeless floral silhouette adds a fresh pop of color while maintaining a sophisticated, everyday charm. Perfect for elevating both casual and festive looks, these studs are a beautiful blend of vintage grace and modern style.</p>
<p data-start=""735"" data-end=""746""><strong data-start=""735"" data-end=""746"">Details</strong></p>
<ul data-start=""747"" data-end=""913"">
<li data-start=""747"" data-end=""771"">Gold-tone floral frame</li>
<li data-start=""772"" data-end=""806"">Olive-green gemstone centerpiece</li>
<li data-start=""807"" data-end=""853"">Lightweight and comfortable for all-day wear</li>
<li data-start=""854"" data-end=""913"">Perfect for brunches, celebrations, and everyday elegance</li>
</ul>
<p data-start=""915"" data-end=""1040""><strong data-start=""915"" data-end=""936"">Care Instructions</strong><br>Keep away from water, perfumes, and harsh chemicals. Store in a dry place to preserve shine and finish.</p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,"BOGO, Earrings",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8284.png?v=1780123907,1,"",false,,,,adults,,floral; gold,stud,,imitation-jewelry,,female,,,,,,kg,,78.00,active
verdant-bloom-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8285.png?v=1780123952,2,"",,,,,,,,,,,,,,,,,,,,,
golden-cascade-tassel-earring,Golden Cascade Tassel Earring,"<p data-start=""397"" data-end=""790"">Make an unforgettable statement with the <strong data-start=""438"" data-end=""472"">Golden Cascade Tassel Earrings</strong>. Featuring sleek gold-tone bars and flowing chain tassels that sway gracefully with every movement, these earrings bring effortless glamour and sophistication to any look. Their elegant silhouette elongates the neckline, making them the perfect accessory for festive occasions, parties, weddings, and evening outings.</p>
<p data-start=""792"" data-end=""803""> </p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8281.png?v=1780122809,1,"",false,,,,,,,dangle,gold-plated,,,,,,,,,kg,,,active
cupid-s-knot-earrings,Cupid’s Knot Earrings,"<ul data-start=""725"" data-end=""885"">
<li data-start=""725"" data-end=""751"">Premium gold-tone finish</li>
<li data-start=""752"" data-end=""798"">Lightweight and comfortable for all-day wear</li>
<li data-start=""799"" data-end=""828"">Elegant bow-inspired design</li>
<li data-start=""829"" data-end=""885"">Perfect for daily wear, brunches, parties, and gifting</li>
</ul>
<p data-start=""887"" data-end=""983""><strong data-start=""887"" data-end=""896"">Care:</strong> Keep away from water, perfumes, and harsh chemicals to maintain shine and longevity. ✨</p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,550.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8277.png?v=1780122232,1,"",false,,,,,,golden,,,,,,,,,,,kg,,,active
cupid-s-knot-earrings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8278.png?v=1780122232,2,"",,,,,,,,,,,,,,,,,,,,,
golden-heartbeat-studs,Golden Heartbeat Studs,"<p data-start=""772"" data-end=""1111""><strong data-start=""772"" data-end=""798"">Golden Heartbeat Studs</strong> are designed to capture the warmth of love and the elegance of gold. Featuring a sculpted heart silhouette adorned with delicate crystal accents, these statement earrings add a touch of romance and sparkle to every look. Perfect for date nights, celebrations, or elevating everyday outfits with effortless charm.</p>
<p data-start=""1113"" data-end=""1254"">✨ Gold-toned finish<br data-start=""1132"" data-end=""1135"">✨ Crystal embellishments<br data-start=""1159"" data-end=""1162"">✨ Lightweight statement design<br data-start=""1192"" data-end=""1195"">✨ Tarnish-resistant<br data-start=""1214"" data-end=""1217"">✨ A timeless symbol of love and style</p>
<p data-start=""1256"" data-end=""1296"" data-is-last-node="""" data-is-only-node=""""> </p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,3,deny,manual,550.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8273.png?v=1780121748,1,"",false,,,,,,golden,stud,stainless-steel,,,,,,,,,kg,,,active
golden-heartbeat-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8274.png?v=1780121750,2,"",,,,,,,,,,,,,,,,,,,,,
pearl-reverie-stud,Pearl Reverie Stud,"<p data-start=""37"" data-end=""370"">A timeless blend of vintage charm and modern elegance, the Pearl Reverie Studs feature a luminous pearl nestled within an organically textured gold-toned frame. Designed to make a statement without overwhelming your look, these earrings add effortless sophistication to both everyday outfits and special occasions.</p>
<p data-start=""372"" data-end=""539"">✨ Elegant Pearl Centerpiece<br data-start=""399"" data-end=""402"">✨ Textured Gold-Toned Design<br data-start=""430"" data-end=""433"">✨ Lightweight &amp; Comfortable<br data-start=""460"" data-end=""463"">✨ Tarnish-Resistant Finish<br data-start=""489"" data-end=""492"">✨ Perfect for Brunches, Evenings &amp; Celebrations</p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,"BOGO, Earrings",true,Title,Default Title,,,,,,,,,0.0,shopify,2,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8265.png?v=1780120396,1,"",false,,,,,,golden; white,stud,,,,,,,,,,kg,,78.00,active
pearl-reverie-stud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/AC4709CF-3639-4264-9F0B-8041B57F1CD5.jpg?v=1777740989,2,"",,,,,,,,,,,,,,,,,,,,,
ophelia-spark-hoops,Ophelia Spark Hoops,"<p data-start=""377"" data-end=""533"">✨ 18K Gold-Plated Finish<br data-start=""401"" data-end=""404"">✨ Sparkling Baguette-Cut Crystals<br data-start=""437"" data-end=""440"">✨ Lightweight &amp; Comfortable<br data-start=""467"" data-end=""470"">✨ Tarnish-Resistant Design<br data-start=""496"" data-end=""499"">✨ Perfect for Day-to-Night Styling</p>
<p data-start=""535"" data-end=""573"" data-is-last-node="""" data-is-only-node=""""> </p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,3,deny,manual,450.00,550.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8262.png?v=1780120077,1,"",false,,,,,,golden; geometric,hoop,,,,,,,,,,kg,,,active
ophelia-spark-hoops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8263.png?v=1780120077,2,"",,,,,,,,,,,,,,,,,,,,,
infinity-glow-studs,Infinity Glow Studs,"<p data-start=""33"" data-end=""322"">A timeless symbol of endless elegance, the Infinity Glow Studs feature a sleek gold-tone infinity design accented with shimmering crystals for the perfect touch of sparkle. Delicate yet eye-catching, they're designed to elevate your everyday style with effortless charm.</p>
<p data-start=""324"" data-end=""475"">✨ Elegant infinity motif<br data-start=""348"" data-end=""351"">✨ Crystal-studded sparkle accents<br data-start=""384"" data-end=""387"">✨ Lightweight and comfortable for daily wear<br data-start=""431"" data-end=""434"">✨ Perfect for gifting or everyday styling</p>
<p data-start=""477"" data-end=""615"" data-is-last-node="""" data-is-only-node=""""><strong data-start=""477"" data-end=""490"">Material:</strong> 316L Stainless Steel with PVD Gold Coating</p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,"BOGO, Earrings",true,Title,Default Title,,,,,,,,,0.0,shopify,3,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8259.png?v=1780118960,1,"",false,,,,,,golden; gold,stud,stainless-steel; gold-plated,,,,,,,,,kg,,94.00,active
infinity-glow-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8258.png?v=1780118960,2,"",,,,,,,,,,,,,,,,,,,,,
ribbon-of-grace-studs,Ribbon of Grace Studs,"<p data-start=""33"" data-end=""330"">Delicate, feminine, and effortlessly chic, the Ribbon of Grace Studs feature a timeless bow design finished in a radiant gold-tone shine. Perfect for everyday elegance or adding a charming touch to special occasions, these lightweight studs bring a subtle statement to any look.</p>
<p data-start=""332"" data-end=""470"">✨ Lightweight &amp; comfortable<br data-start=""359"" data-end=""362"">✨ Elegant bow-inspired design<br data-start=""391"" data-end=""394"">✨ Perfect for daily wear and gifting<br data-start=""430"" data-end=""433"">✨ Crafted for a polished, luxe finish</p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,4,deny,manual,350.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8256.png?v=1780118600,1,"",false,,,,,,golden; gold,stud,stainless-steel; gold-plated,,,,,,,,,kg,,77.00,active
ribbon-of-grace-studs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8255.png?v=1780118600,2,"",,,,,,,,,,,,,,,,,,,,,
vienna-gold-dangles,Vienna Gold Dangles,"<p data-start=""370"" data-end=""507"">✨ 18K Gold Plated<br data-start=""387"" data-end=""390"">✨ Stainless Steel Base<br data-start=""412"" data-end=""415"">✨ Lightweight &amp; Comfortable<br data-start=""442"" data-end=""445"">✨ Waterproof &amp; Anti-Tarnish<br data-start=""472"" data-end=""475"">✨ Hypoallergenic &amp; Skin-Friendly</p>
<p data-start=""509"" data-end=""600"" data-is-last-node="""" data-is-only-node="""">A bold yet timeless piece crafted to add a touch of luxury to your jewellery collection. 💛</p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,550.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8223.png?v=1780059513,1,"",false,,,,,,golden; gold,dangle; drop,,,,,,,,,,kg,,,active
bow-of-love-drops,Bow of Love Drops,"<p data-start=""399"" data-end=""536"">✨ 18K Gold Plated<br data-start=""416"" data-end=""419"">✨ Stainless Steel Base<br data-start=""441"" data-end=""444"">✨ Lightweight &amp; Comfortable<br data-start=""471"" data-end=""474"">✨ Waterproof &amp; Anti-Tarnish<br data-start=""501"" data-end=""504"">✨ Hypoallergenic &amp; Skin-Friendly</p>
<p data-start=""538"" data-end=""634"" data-is-last-node="""" data-is-only-node=""""><em data-start=""538"" data-end=""631"">Avoid direct contact with perfumes, hot water, and harsh chemicals to maintain their shine.</em> 💛</p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8212.png?v=1780057581,1,"",false,,,,,,golden; gold,,stainless-steel; gold-plated,,,,,,,,,kg,,,active
moonlit-charm-hoops,Moonlit Charm Hoops,"<p data-start=""364"" data-end=""657"">Delicate yet eye-catching, the <b>Moonlit Charm Hoops </b>feature polished gold-toned hoops adorned with sparkling crystal charms that catch the light beautifully. Perfect for everyday elegance or special occasions, these lightweight earrings add a touch of effortless sophistication to any look.</p>
<p data-start=""659"" data-end=""762"">✨ 18K Gold Plated<br data-start=""676"" data-end=""679"">✨ Hypoallergenic<br data-start=""695"" data-end=""698"">✨ Lightweight &amp; Comfortable<br data-start=""725"" data-end=""728"">✨ Perfect for Daily Wear &amp; Gifting</p>
<p data-start=""764"" data-end=""863"" data-is-last-node="""" data-is-only-node=""""> </p>",House of Yeashi,Apparel & Accessories > Jewelry > Earrings,Earring,Earrings,true,Title,Default Title,,,,,,,,,0.0,shopify,3,deny,manual,450.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8203.png?v=1780054777,1,"",false,,,,,,golden,hoop,stainless-steel; gold-plated,,,,,,,,,kg,,105.00,active
moonlit-charm-hoops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0982/4505/0690/files/IMG-8204.png?v=1780054777,2,"",,,,,,,,,,,,,,,,,,,,,
